Date,Open,High,Low,Close,Adj Close,Volume
2022-05-02,156.7100067138672,158.22999572753906,153.27000427246094,157.9600067138672,157.24862670898438,123055300
2022-05-03,158.14999389648438,160.7100067138672,156.32000732421875,159.47999572753906,158.7617645263672,88966500
2022-05-04,159.6699981689453,166.47999572753906,159.25999450683594,166.02000427246094,165.27232360839844,108256500
2022-05-05,163.85000610351562,164.0800018310547,154.9499969482422,156.77000427246094,156.06399536132812,130525300
2022-05-06,156.00999450683594,159.44000244140625,154.17999267578125,157.27999877929688,156.8017120361328,116124600
2022-05-09,154.92999267578125,155.8300018310547,151.49000549316406,152.05999755859375,151.59759521484375,131577900
2022-05-10,155.52000427246094,156.74000549316406,152.92999267578125,154.50999450683594,154.04013061523438,115366700
2022-05-11,153.5,155.4499969482422,145.80999755859375,146.5,146.05450439453125,142689800
2022-05-12,142.77000427246094,146.1999969482422,138.8000030517578,142.55999755859375,142.12648010253906,182602000
2022-05-13,144.58999633789062,148.10000610351562,143.11000061035156,147.11000061035156,146.66265869140625,113990900
2022-05-16,145.5500030517578,147.52000427246094,144.17999267578125,145.5399932861328,145.09742736816406,86643800
2022-05-17,148.86000061035156,149.77000427246094,146.67999267578125,149.24000549316406,148.7861785888672,78336300
2022-05-18,146.85000610351562,147.36000061035156,139.89999389648438,140.82000732421875,140.39178466796875,109742900
2022-05-19,139.8800048828125,141.66000366210938,136.60000610351562,137.35000610351562,136.9323272705078,136095600
2022-05-20,139.08999633789062,140.6999969482422,132.61000061035156,137.58999633789062,137.1715850830078,137426100
2022-05-23,137.7899932861328,143.25999450683594,137.64999389648438,143.11000061035156,142.6748046875,117726300
2022-05-24,140.80999755859375,141.97000122070312,137.3300018310547,140.36000061035156,139.93316650390625,104132700
2022-05-25,138.42999267578125,141.7899932861328,138.33999633789062,140.52000427246094,140.0926971435547,92482700
2022-05-26,137.38999938964844,144.33999633789062,137.13999938964844,143.77999877929688,143.34275817871094,90601500
2022-05-27,145.38999938964844,149.67999267578125,145.25999450683594,149.63999938964844,149.18495178222656,90978500
2022-05-31,149.07000732421875,150.66000366210938,146.83999633789062,148.83999633789062,148.38739013671875,103718400
2022-06-01,149.89999389648438,151.74000549316406,147.67999267578125,148.7100067138672,148.25778198242188,74286600
2022-06-02,147.8300018310547,151.27000427246094,146.86000061035156,151.2100067138672,150.75018310546875,72348100
2022-06-03,146.89999389648438,147.97000122070312,144.4600067138672,145.3800048828125,144.9379119873047,88570300
2022-06-06,147.02999877929688,148.57000732421875,144.89999389648438,146.13999938964844,145.6956024169922,71598400
2022-06-07,144.35000610351562,149.0,144.10000610351562,148.7100067138672,148.25778198242188,67808200
2022-06-08,148.5800018310547,149.8699951171875,147.4600067138672,147.9600067138672,147.51007080078125,53950200
2022-06-09,147.0800018310547,147.9499969482422,142.52999877929688,142.63999938964844,142.20623779296875,69473000
