Date,Open,High,Low,Close,Adj Close,Volume
2022-05-02,122.4010009765625,124.66799926757812,118.375,124.5,124.5,148788000
2022-05-03,124.05349731445312,126.22049713134766,122.82499694824219,124.25350189208984,124.25350189208984,79134000
2022-05-04,123.5999984741211,126.0,119.18299865722656,125.92849731445312,125.92849731445312,110746000
2022-05-05,123.0,123.4990005493164,115.07250213623047,116.40699768066406,116.40699768066406,144392000
2022-05-06,114.8499984741211,119.05049896240234,113.08149719238281,114.77249908447266,114.77249908447266,124260000
2022-05-09,111.3125,114.0,107.95700073242188,108.78900146484375,108.78900146484375,128124000
2022-05-10,111.25,112.64250183105469,107.1709976196289,108.85900115966797,108.85900115966797,105434000
2022-05-11,108.10350036621094,110.15599822998047,104.42849731445312,105.37200164794922,105.37200164794922,109704000
2022-05-12,102.75,110.78050231933594,102.40550231933594,106.93049621582031,106.93049621582031,132026000
2022-05-13,109.06900024414062,113.18399810791016,107.80000305175781,113.05500030517578,113.05500030517578,93684000
2022-05-16,113.0999984741211,113.99250030517578,110.35399627685547,110.81050109863281,110.81050109863281,74566000
2022-05-17,113.2750015258789,115.80000305175781,111.27649688720703,115.36849975585938,115.36849975585938,76448000
2022-05-18,111.43949890136719,112.85299682617188,106.2490005493164,107.11250305175781,107.11250305175781,108380000
2022-05-19,106.28050231933594,110.03399658203125,106.19300079345703,107.31900024414062,107.31900024414062,88142000
2022-05-20,109.56849670410156,109.89800262451172,105.0094985961914,107.59100341796875,107.59100341796875,99500000
2022-05-23,108.46099853515625,108.81900024414062,103.94999694824219,107.55699920654297,107.55699920654297,107798000
2022-05-24,104.0250015258789,105.4000015258789,101.26000213623047,104.0999984741211,104.0999984741211,102934000
2022-05-25,103.65550231933594,108.17500305175781,103.6500015258789,106.7750015258789,106.7750015258789,93120000
2022-05-26,107.97000122070312,112.66549682617188,107.45349884033203,111.07749938964844,111.07749938964844,93002000
2022-05-27,113.55000305175781,115.18699645996094,112.62799835205078,115.14649963378906,115.14649963378906,93660000
2022-05-31,116.27999877929688,121.99449920654297,115.67500305175781,120.20950317382812,120.20950317382812,144634000
2022-06-01,122.25599670410156,125.17900085449219,120.62249755859375,121.68399810791016,121.68399810791016,127528000
2022-06-02,121.68399810791016,125.61000061035156,120.04499816894531,125.51100158691406,125.51100158691406,100560000
2022-06-03,124.19999694824219,124.4000015258789,121.04650115966797,122.3499984741211,122.3499984741211,97604000
2022-06-06,125.25,128.99000549316406,123.80999755859375,124.79000091552734,124.79000091552734,135269000
2022-06-07,122.01000213623047,124.0999984741211,120.62999725341797,123.0,123.0,85156700
2022-06-08,122.61000061035156,123.75,120.75,121.18000030517578,121.18000030517578,64926600
2022-06-09,119.98999786376953,121.30000305175781,116.0999984741211,116.1500015258789,116.1500015258789,67029800
2022-06-10,113.41999816894531,114.5,109.05000305175781,109.6500015258789,109.6500015258789,87266000
2022-06-13,104.19000244140625,106.54000091552734,101.86000061035156,103.66999816894531,103.66999816894531,99277700
2022-06-14,104.19000244140625,104.87999725341797,101.43000030517578,102.30999755859375,102.30999755859375,69728800
2022-06-15,103.86000061035156,109.05999755859375,103.52999877929688,107.66999816894531,107.66999816894531,85011100
2022-06-16,104.47000122070312,104.58000183105469,102.01000213623047,103.66000366210938,103.66000366210938,82186300
2022-06-17,102.80000305175781,106.9800033569336,102.51000213623047,106.22000122070312,106.22000122070312,99772100
2022-06-21,108.19999694824219,111.62999725341797,103.55999755859375,108.68000030517578,108.68000030517578,70901200
2022-06-22,107.43000030517578,112.12999725341797,107.0199966430664,108.94999694824219,108.94999694824219,60040100
2022-06-23,110.38999938964844,113.0,107.93000030517578,112.44000244140625,112.44000244140625,64345300
2022-06-24,112.37999725341797,116.70999908447266,111.43000030517578,116.45999908447266,116.45999908447266,69867600
2022-06-27,117.08999633789062,117.9800033569336,112.69999694824219,113.22000122070312,113.22000122070312,62133200
2022-06-28,113.5,114.8499984741211,107.04000091552734,107.4000015258789,107.4000015258789,74942900
2022-06-29,107.37999725341797,110.98999786376953,106.91000366210938,108.91999816894531,108.91999816894531,66375300
2022-06-30,108.11000061035156,108.18000030517578,102.5199966430664,106.20999908447266,106.20999908447266,97679400
2022-07-01,106.29000091552734,109.75,105.8499984741211,109.55999755859375,109.55999755859375,73021200
2022-07-05,107.5999984741211,114.08000183105469,106.31999969482422,113.5,113.5,76583700
2022-07-06,113.20999908447266,115.4800033569336,112.01000213623047,114.33000183105469,114.33000183105469,66958900
2022-07-07,113.8499984741211,116.98999786376953,113.48999786376953,116.33000183105469,116.33000183105469,57872300
2022-07-08,114.5999984741211,116.58000183105469,113.69000244140625,115.54000091552734,115.54000091552734,45719700
2022-07-11,114.08000183105469,114.30000305175781,110.87000274658203,111.75,111.75,53487600
2022-07-12,112.16000366210938,113.2300033569336,108.33999633789062,109.22000122070312,109.22000122070312,54280300
2022-07-13,107.02999877929688,111.77999877929688,106.01000213623047,110.4000015258789,110.4000015258789,61353800
2022-07-14,110.23999786376953,111.18000030517578,107.58000183105469,110.62999725341797,110.62999725341797,51163100
2022-07-15,112.5,115.58999633789062,111.58999633789062,113.55000305175781,113.55000305175781,84317800
2022-07-18,115.0,117.23999786376953,113.1500015258789,113.76000213623047,113.76000213623047,59115400
2022-07-19,115.69999694824219,118.94999694824219,114.02999877929688,118.20999908447266,118.20999908447266,60990000
2022-07-20,118.62000274658203,123.4800033569336,118.31999969482422,122.7699966430664,122.7699966430664,71268300
2022-07-21,123.19999694824219,124.8499984741211,121.26000213623047,124.62999725341797,124.62999725341797,60239900
2022-07-22,125.01000213623047,125.5,121.3499984741211,122.41999816894531,122.41999816894531,51463800
2022-07-25,122.69999694824219,123.63999938964844,120.02999877929688,121.13999938964844,121.13999938964844,50221300
2022-07-26,115.79000091552734,118.1500015258789,114.52999877929688,114.80999755859375,114.80999755859375,67075100
2022-07-27,117.30999755859375,121.9000015258789,117.16000366210938,120.97000122070312,120.97000122070312,61582000
2022-07-28,121.56999969482422,122.83999633789062,118.08000183105469,122.27999877929688,122.27999877929688,82245500
2022-07-29,134.89999389648438,137.64999389648438,132.41000366210938,134.9499969482422,134.9499969482422,148715600
2022-08-01,134.9600067138672,138.8300018310547,133.50999450683594,135.38999938964844,135.38999938964844,76846900
2022-08-02,134.72000122070312,137.44000244140625,134.08999633789062,134.16000366210938,134.16000366210938,61922400
2022-08-03,136.2100067138672,140.49000549316406,136.0500030517578,139.52000427246094,139.52000427246094,71827800
2022-08-04,140.5800018310547,143.55999755859375,139.5500030517578,142.57000732421875,142.57000732421875,70585000
